Activity database,Activity code,Activity name,Activity unit,Activity type,Exchange database,Exchange input,Exchange amount,Exchange unit,Exchange type,Exchange uncertainty type,Exchange loc,Exchange scale,Exchange negative,Simapro name,Notes,Pedigree Reliability,Pedigree Completeness,Pedigree Temporal correlation,Pedigree geographical correlation,Further technological correlation
PS pilot (base),"Treatment, incineration","Treatment, incineration",kilogram,process,biosphere3,77c46f0e-c8c0-4bc3-992c-2a9725d49f70,2.43e-08,kilogram,biosphere,2.0,-17.53278948659991,0.12862852159354693,False,,,1.0,1.08,1.1,1.04,1.0
PS pilot (base),"Treatment, incineration","Treatment, incineration",kilogram,process,biosphere3,83cf77ca-867b-4eef-b0f0-78d71b3d91d5,5.43e-06,kilogram,biosphere,2.0,-12.12357142401843,0.12862852159354693,False,,,1.0,1.08,1.1,1.04,1.0
PS pilot (base),"Treatment, incineration","Treatment, incineration",kilogram,process,biosphere3,66bfb434-78ab-4183-b1a7-7f87d08974fa,4.33e-10,kilogram,biosphere,2.0,-21.56028338792606,0.12862852159354693,False,,,1.0,1.08,1.1,1.04,1.0
PS pilot (base),"Treatment, incineration","Treatment, incineration",kilogram,process,biosphere3,5f7aad3d-566c-4d0d-ad59-e765f971aa0f,6.38e-06,kilogram,biosphere,2.0,-11.962342460607575,0.12862852159354693,False,,,1.0,1.08,1.1,1.04,1.0
PS pilot (base),"Treatment, incineration","Treatment, incineration",kilogram,process,biosphere3,d9008a06-991c-4acc-a33e-5483ffd2491e,1.98e-10,kilogram,biosphere,2.0,-22.342754085234013,0.12862852159354693,False,,,1.0,1.08,1.1,1.04,1.0
PS pilot (base),"Treatment, incineration","Treatment, incineration",kilogram,process,biosphere3,a850e6de-a007-432f-be7f-ce6e2cf1f2ae,1.4e-15,kilogram,biosphere,2.0,-34.20230415828947,0.12862852159354693,False,,,1.0,1.08,1.1,1.04,1.0
PS pilot (base),"Treatment, incineration","Treatment, incineration",kilogram,process,biosphere3,6d9550e2-e670-44c1-bad8-c0c4975ffca7,1.42e-09,kilogram,biosphere,2.0,-20.372608965333242,0.12862852159354693,False,,,1.0,1.08,1.1,1.04,1.0
PS pilot (base),"Treatment, incineration","Treatment, incineration",kilogram,process,biosphere3,b0546417-3064-4878-bd6f-2da75cefdf63,1.38e-13,kilogram,biosphere,2.0,-29.61152270975348,0.12862852159354693,False,,,1.0,1.08,1.1,1.04,1.0
PS pilot (base),"Treatment, incineration","Treatment, incineration",kilogram,process,biosphere3,835d0907-a668-4d92-b6b6-7b56fa343713,2.18e-05,kilogram,biosphere,2.0,-10.733600588169232,0.12862852159354693,False,,,1.0,1.08,1.1,1.04,1.0
PS pilot (base),"Treatment, incineration","Treatment, incineration",kilogram,process,biosphere3,ac066c02-b403-407b-a1f0-b29ad0f8188f,8.26e-06,kilogram,biosphere,2.0,-11.704085970431388,0.12862852159354693,False,,,1.0,1.08,1.1,1.04,1.0
